localization,geology,utm_x,utm_y,date,conductivity,T_avg,pH,TOC,alkalinity,DO,ORP,eH,NH4,Cl,SO4,NO3,PO4,Br,F,Ca,Mg,Na,K,Fe,Si,Al,S,P,Li,Be,B,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Cd,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,del_18O,del_2H
Munje Madukani,Plc,550582.03894100001,9501877.2841500007,2016-03-11T00:00:00Z,723,29.6,6.7,0.571,341.712,3.38,49.4,269.4,0,21.647169374280654,5.52779540010097,5.16678263905326,0.021455,0.432,0.1054998275566443,117.32,3.8064,17.81,1.6861000000000002,0.0172,8.4208,0.1001,1.8007,-0.009600000000000001,2.482,0.79990000000000006,34.8,0.79990000000000006,0.79990000000000006,1.304,0.79990000000000006,4.821,0.79990000000000006,1.14,4.264,79.87,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.418,238.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,142.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.034,1.163,0.79990000000000006,0.79990000000000006,-2.902191786623247,-10.68554026685813
Kinondo,Plc,559295,9515996,2016-03-06T00:00:00Z,2171,29.5,6.79,0.9,360.01800000000003,2.99,53.6,273.6,0,296.54547745390084,31.33580194345856,5.666358490466635,10,1.023,0.09154072058289532,134.91,25.735999999999997,233.93,7.4465,0.0048000000000000004,8.697099999999999,0.0557,15.277000000000001,-0.0018000000000000002,6.007,0.79990000000000006,86.34,0.79990000000000006,0.79990000000000006,4.527,0.79990000000000006,3.229,0.79990000000000006,1.64,9.51,61.25,0.79990000000000006,0.79990000000000006,1.651,1.35,3.163,501.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,95.09,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.071,-2.7817084395120815,-9.28934376629917
Kinondo,Plc,557762,9515549,2016-03-08T00:00:00Z,877,28.9,6.81,77.98,262.386,2.81,40.9,260.9,0,14.81120549954293,1.0085861267275298,41.742190290140556,10,0.326,0.04742213833650689,142.10000000000002,3.3756999999999997,16.357,0.8203,0.0139,4.4821,0.135,0.5755,-0.0167,2.314,0.79990000000000006,26.55,0.79990000000000006,0.79990000000000006,1.622,1.297,4.99,0.79990000000000006,1.112,1.951,27.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.056,335.8,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,67.79,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7229010915173446,-9.691137677666234
Makongeni,Plc,557277,9513924,2016-03-08T00:00:00Z,3153,30.6,6.57,1.916,408.83400000000006,1.77,-23.2,196.8,0,541.0667023078641,43.704139749958095,20.11497197745429,10,3.531,0.10839594976437293,269.04,31.882,238.88000000000002,9.268699999999999,0.1422,13.489,0.17270000000000002,17.716,-0.014,7.6,0.79990000000000006,66.51,1.503,1.905,3.695,0.79990000000000006,47.24,0.79990000000000006,3.335,6.812,154.5,0.79990000000000006,0.79990000000000006,1.609,1.371,4.501,727.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,384,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.99,-2.7845770906337735,-10.36589752696017
Makongeni Kambini,Plc,557216.71195899998,9513985.9317199998,2016-03-01T00:00:00Z,2197,29.3,6.46,1.612,402.73199999999997,0.71,-1,219,0,469.735616866172,46.197153733903015,9.84572038314805,0.04904,1.64,0.08269656645241077,194.42000000000002,17.791,211.32000000000002,8.1104,0.0133,12.881,0.0772,15.662,-0.055900000000000005,10.45,0.79990000000000006,99.35,1.92,1.369,5.694,0.79990000000000006,35.44,0.79990000000000006,1.872,4.17,22.98,0.79990000000000006,0.79990000000000006,2.716,1.234,5.12,452,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,254.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.989,-3.1601213370309376,-11.687658969764415
Hotspring on the Tributary fo Ramisi River,Spring,532334.89,9512936.7200000007,2016-03-10T00:00:00Z,10240,59.3,7.27,0.586,744.444,0.61,-203.7,16.30000000000001,8.0001,2640.1404413175173,0.2308493172531277,0.7211807686223979,0.095015,4.873,9.109736942781874,32.858000000000004,8.0767,1854.8,60.712,0.07440000000000001,30.535,0.0359,0.0842,0.0166,2014,0.79990000000000006,4136,3.684,3.08,14.79,1.251,56.49,0.79990000000000006,0.79990000000000006,1.684,31.11,0.79990000000000006,38.49,5.633,5.4,318.2,6818,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,37.55,3401,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.033,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.2441949355845865,-8.942815188465874
Eshu Bridge - Ramisi river,SW,537581,9511612,2016-03-10T00:00:00Z,7849,37.2,8.92,8.642,701.73,9.58,-10,210,0.65,1396.1253006877096,4.609822172249933,1.377956799930425,0.01839,5.03,5.890727654154421,21.488,15.111,1471.6,47.33,0.1029,7.863099999999999,0.14550000000000002,2.0436,0.011199999999999998,1364,0.79990000000000006,3374,0.79990000000000006,6.116,17.61,1.002,30.97,0.79990000000000006,1.506,4.149,14.11,0.79990000000000006,5.743,7.573,5.971,157.4,3272,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.462,2143,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.943,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.8454258197810134,7.662177051934133
Mwachande Bridge,SW,540877.53,9507179.9299999997,2016-03-10T00:00:00Z,5251,37.2,9.26,7.539,614.4714,8.58,-47.9,172.1,0,1948.151714521236,2.0265558395883656,0.2439795113607205,0.524115,7.45,6.622082407262477,21.150000000000002,16.259,1417,41.401,0.1094,6.0378,0.07669999999999999,1.0191999999999999,0.2142,1142,0.79990000000000006,3167,0.79990000000000006,2.455,20.61,1.693,39.48,0.79990000000000006,1.942,4.229,21.8,0.79990000000000006,2.959,9.167,6.303,94.06,2231,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.072,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1190,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.809,0.79990000000000006,1.031,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.7809646668436097,11.477725552258123
KWAWASCO,Kambe limestones,564743.36,9536994.8699999992,2016-03-15T00:00:00Z,713,30.9,6.68,0.736,231.876,4.98,72.6,292.6,0.8,70.9690100606787,13.922979730477183,6.372795293330442,0.027585,0.861,0.10662618860290317,78.83200000000001,10.084,38.04,4.5039,0.0721,21.157,0.097,6.043699999999999,0.0774,6.733,0.79990000000000006,229,2.484,2.517,4.66,2.748,4.068,0.79990000000000006,3.189,3.179,70.55,0.79990000000000006,0.79990000000000006,1.613,0.79990000000000006,4.401,313.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,121,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.406,2.03,0.79990000000000006,0.79990000000000006,-3.124675895958837,-13.977100612260108
KWAWASCO,Kambe limestones,563547,9532919,2016-03-15T00:00:00Z,1137,30.5,6.91,1.233,317.30400000000003,1.15,32.7,252.7,0,104.72350545096714,100.6484641650455,5.481003609115173,0.06742999999999999,0.293,0.15783256262155496,102,16.154,93.378,3.8703,0.0089,16.956,0.0629,31.45,0.0373,7.691,0.79990000000000006,155,1.679,2.133,4.323,1.099,4.058,0.79990000000000006,1.41,2.71,270.1,0.79990000000000006,0.79990000000000006,2.148,0.79990000000000006,2.953,901.5,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,168.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.326,2.114,0.79990000000000006,0.79990000000000006,-2.3843797112816807,-10.298399400772633
Mwachema River,SW,558809,9527068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shimba Hills Pumping Station - Mukurumudzi river,SW,546595,9519210,2016-03-09T00:00:00Z,136.5,26.7,6.62,2.681,36.612,2.32,27.6,247.6,0,64.41708333883416,8.442227666914034,13.97327112761767,0.015325,1.107,0.10944939088465701,6.8504,3.0179,16.406,2.8249000000000004,0.014499999999999999,7.841399999999999,0.0696,1.5972,0.0124,2.166,0.79990000000000006,110.9,0.79990000000000006,0.79990000000000006,1.844,1.037,160.4,0.79990000000000006,1.366,4.927,44.06,0.79990000000000006,0.79990000000000006,0.808,0.79990000000000006,3.045,50.48,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,91.44,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7841692924962196,-10.768948431911
Shimba Hills Secondary School BH,Sandstones,545937,9517926,2016-03-09T00:00:00Z,567,28.3,6.44,1.033,237.978,0.83,-0.85,219.15,0,33.36816885704097,52.437516476143486,1.511611440415345,0.04291,0.253,0.2321790139577204,32.186,17.767,57.94,5.924,1.1928,23.334000000000003,0.0587,16.663,0.09459999999999999,20.19,0.79990000000000006,133.1,2.97,3.181,1.658,0.79990000000000006,909.1,3.197,4.066,2.868,33.61,0.79990000000000006,0.79990000000000006,12.42,0.79990000000000006,6.696,77.64,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,100.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-3.445915531652079,-13.719651661517469
Mukurumudzi River- Base T Dam,SW,547988,9513087,2016-03-09T00:00:00Z,195.7,33,7.13,3.161,61.02,5.65,2.1,222.1,0,20.321230341944364,3.5892035842460897,0.3422617578012146,0.009195,0.097,0.06604733238621023,10.027999999999999,3.5562,17,3.5982,0.0897,7.211600000000001,0.06989999999999999,1.0349,-0.0434,2.7,0.79990000000000006,84.05,0.79990000000000006,0.79990000000000006,1.443,0.79990000000000006,217.9,0.79990000000000006,0.841,2.398,23.87,0.79990000000000006,0.79990000000000006,0.872,0.79990000000000006,4.064,61.94,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,170,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.194,0.864,0.79990000000000006,0.79990000000000006,0.2970634761600496,5.72093874156804
Mukurumudzi River Kiscol Dam,SW,551331.67000000004,9509042.7300000004,2016-03-09T00:00:00Z,211,31,7.3,4.498,79.32600000000001,5.59,12.6,232.6,0,24.223645728289192,2.156626234888352,0.7970549580653469,0.01839,0.255,0.059317130092564466,11.338999999999999,3.5197000000000003,19.683,2.7197,0.42110000000000003,9.1436,0.0296,0.7799,0.030500000000000003,2.699,0.79990000000000006,80.43,0.79990000000000006,0.79990000000000006,1.501,0.79990000000000006,180.2,0.79990000000000006,0.79990000000000006,1.847,18.51,0.79990000000000006,0.79990000000000006,0.853,0.79990000000000006,3.971,77.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,109.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-0.8637713319448173,1.140226607770604
KINGOMBERO,Sandstones,538535.73,9503171.2799999993,2016-03-11T00:00:00Z,112.3,29.7,5.19,1.343,30.51,4.9,137.3,357.3,0,9.348059215131446,5.585940657717004,1.97276835005057,0.03678,0,0.028422383589386292,2.0932999999999997,1.5129000000000001,13.498000000000001,2.7508,0.009,14.073,0.05740000000000001,2.7569,0.021900000000000003,0.838,0.79990000000000006,74.96,1.146,1.071,1.544,2.185,6.265,0.79990000000000006,1.887,1.777,57.95,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,8.271,24.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,54.65,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.813,0.954,0.79990000000000006,0.79990000000000006,-3.0576120273769734,-11.458610949593824
Kidzumbani,P,546066,9506825,2016-03-04T00:00:00Z,224.4,31.3,6.28,0.994,42.714,5.75,69.2,289.2,0,11.914101831520231,0.8383095626383259,22.54000442121526,0.009195,0.245,0.011362504831434389,18.044,3.6291,13.416999999999998,0.8282,0.018699999999999998,11.766000000000002,0.0216,0.33899999999999997,-0.030899999999999997,1.924,0.79990000000000006,65.22,0.79990000000000006,1.86,1.248,0.79990000000000006,17.47,0.79990000000000006,2.106,2.937,220.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.615,70.04,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,320,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.053,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.177666168677154,-5.830177304408421
Gongonda,P,545183,9505295,2016-03-04T00:00:00Z,100.1,28.4,5.27,0.708,18.306,2.74,173.9,393.9,0,11.785053357429115,5.63645893621932,2.8644675553033476,0.03065,0.05,0.011814186562418748,2.7926,1.227,11.891,1.471,0.041999999999999996,16.406,0.039599999999999996,1.6527,0.0079,1.418,0.79990000000000006,46.13,1.737,1.441,1.179,0.79990000000000006,28.28,0.79990000000000006,0.79990000000000006,3.246,41.64,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,2.945,19.03,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,44.31,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.941,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.7261025114887096,-10.235425898178303
Gongonda,P,545183,9504596,2016-03-04T00:00:00Z,288.6,28.8,6.23,1.808,128.14200000000002,1.04,-58.8,161.2,3,8.875040202198653,5.61227750485621,0.153753589976708,0.027585,0.056,0.04194266319326548,41.673,1.4521000000000002,8.2981,1.796,0.6597,12.892,0.06949999999999999,1.7344000000000002,0.0872,1.361,0.79990000000000006,41.24,1.134,1.363,1.163,0.79990000000000006,76.08,0.79990000000000006,0.79990000000000006,2.783,25.31,0.79990000000000006,0.79990000000000006,1.127,0.79990000000000006,4.396,152.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,37.12,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.866519859313115,-9.122524957344828
Milalani-Nimbodze kwa Mwabiti,Pls,550222.82710600004,9505934.2905400004,2016-03-04T00:00:00Z,683,29.5,6.79,0.789,360.01800000000003,3.07,89.5,309.5,0,11.37114460082679,4.443603634167494,4.126448353456974,0.009195,0.033,0.05085209465793219,105.31,3.7362,15.59,5.0333000000000006,0.0294,9.0125,0.0866,2.2742999999999998,-0.0161,7.261,0.79990000000000006,39.71,0.79990000000000006,0.79990000000000006,1.363,2.029,4.402,0.79990000000000006,1.036,5.069,53.43,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.925,3.674,247.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.402,0.79990000000000006,0.79990000000000006,106.9,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-1.3017118758353727,-2.385573647375596
Milalani,Pls,550474.36,9505951.4499999993,2016-03-05T00:00:00Z,758,28.5,6.85,0.995,421.03800000000007,1.52,32.5,252.5,0,18.495091415898827,1.005913574648521,9.207386476826224,0.039845,2.631,0.15734774676859245,136.96,3.6458000000000004,6.7403,0.7886,0.0409,23.314,0.1252,0.1905,-0.0217,4.318,0.79990000000000006,37.47,3.14,7.262,2.176,1.709,11.61,0.79990000000000006,1.36,2.028,25.79,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.177,235.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,192.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,-2.9242306540995857,-11.470056268029456
Mwaembe,Plc,552599,9504894,2016-03-11T00:00:00Z,752,30.3,6.83,0.598,341.712,2.33,66.8,286.8,0,32.335556057843945,15.849907009305225,3.43957324836707,0.015325,0.169,0.23036791970336337,107.16,8.8393,21.560000000000002,2.6092,0.0217,11.513,0.0836,4.5562000000000005,0.0103,5.28,0.79990000000000006,51.4,0.848,1.099,1.934,1.383,4.175,0.79990000000000006,0.841,1.51,64.94,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.54,520.1,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,89.85,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.883,0.808,0.79990000000000006,1.58,-2.8271882985350736,-11.68939536303964
Kisimachande,Plc,552978,9505602,2016-03-11T00:00:00Z,722,31.2,6.78,0.654,347.814,2.59,-18,202,0,23.10332231682298,10.02864974062413,3.9467032497020837,0.009195,0.12,0.16169445287718762,106.88000000000001,5.587999999999999,17.191000000000003,1.6274,0.0204,8.966899999999999,0.0854,3.047,0.0088,3.192,0.79990000000000006,40.92,0.79990000000000006,0.79990000000000006,1.485,0.79990000000000006,2.503,0.79990000000000006,1.066,3.278,81.25,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.091,372.6,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,58.21,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.39,1.644,0.79990000000000006,1.226,-2.3952762993369663,-9.583061682606766
Gazi Mezea,Plc,556127.47059299995,9511202.1460699998,2016-03-05T00:00:00Z,1052,29.2,6.63,0.774,329.50800000000004,0.65,39.4,259.4,1.2,26.13813752810038,16.365836099872375,30.870268391773603,10,0.115,0.11067495954667048,132.54,6.653700000000001,49.720000000000006,10.659,0.0568,8.7551,0.15,10.126,0.011199999999999998,5.286,0.79990000000000006,52.67,0.79990000000000006,0.877,2.421,0.79990000000000006,11.3,0.79990000000000006,1.916,9.378,32.54,0.79990000000000006,0.79990000000000006,0.9,0.79990000000000006,7.619,430.2,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,121.3,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.822,0.79990000000000006,0.79990000000000006,1.784,-2.4852917035122233,-8.933964648209022
Gazi shallow well,Plc,555458,9511249,2016-03-05T00:00:00Z,868,30.1,6.99,1.797,390.528,0.47,12.7,232.7,0,30.562355346875453,18.085593166545557,11.22522446079644,0.009195,0.46,0.10324827466567726,108.88999999999999,4.7821,25.251,42.415000000000006,0.020200000000000003,7.9908,0.1537,5.963000000000001,-0.0286,4.398,0.79990000000000006,54.13,0.79990000000000006,0.79990000000000006,2.443,1.297,9.55,0.79990000000000006,1.181,3.32,23.34,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,7.111,329.4,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,87.7,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,0.79990000000000006,1.433,-2.785266582102461,-10.348315598864295
